"operation_id","status_id","meter_id","meter_code","meter_cuscode","office_id","rate_type","meter_station","station_id","station_name","billing_val_ft","billing_require_all","billing_require_peak","billing_require_off_peak","billing_require_holiday","billing_unit_all","billing_unit_peak","billing_unit_off_peak","billing_unit_holiday","billing_require_home","billing_unit_use","billing_power_max","billing_power","billing_service","billing_rate_ft","billing_power_factor","billing_adjust","billing_netcost","billing_vat","billing_cost_all","billing_factormultiple","billing_shutdown","billing_decreasedemand","billing_demandremain","billing_filepath","billing_comment","billing_rate_office","billing_correct","billing_rate_type","id","operation_id","status_id","office_bacode","office_id","office_mcode","office_zone","sub_id","sub_mcode","office_wwcode","plant_id","menu_id","calendar_id","yyyymm","thyyyymm","fiscalyyyy","fiscalmm","calendar_lastdate","yyyymmdd","menu_name","main_office","main_soffice","main_shoffice","sub_office","sub_soffice","sub_shoffice","plant_name","calendar_thai_month","calendar_thai_year","status_zone","status_center"
"41671","13490925","1943","D10101","9807020018258710","383","3.2.2","บ้านเจริญสุข","8","สถานีปรับแรงดัน","0.1623","0","87.39","87.39","87.23","42462.19","8525.57","18173.95","15762.67","0","42462.19","11616.75","124030.91","312.24","6891.61","0","0","142851.51","9999.61","152851.12","0","60","0","0","../WebScript/Upload/Electric/13490925_383607_05082026090844.jpg","","0","0","0","47298","41671","13490925","1094","382","2290726000","7","382","2290726000","5522026","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพังโคน","กปภ.สาขาพังโคน","พังโคน","การประปาส่วนภูมิภาคสาขาพังโคน","กปภ.สาขาพังโคน","พังโคน",,"กรกฎาคม","2569","1","1"
"41671","13490925","1115","D10101","9807020015864729","383","3.2.2","โรงสูบน้ำแรงต่ำเขื่อนน้ำอูน","4","แรงต่ำ","0.1623","0","78.09","78.09","78.17","54548.78","19118.06","17553.79","17876.93","0","54548.78","10380.5","172239.02","312.24","8853.27","56.07","0","191841.1","13428.88","205269.98","0","60","0","0","../WebScript/Upload/Electric/13490925_383606_05082026085840.jpg","","0","0","0","47298","41671","13490925","1094","382","2290726000","7","382","2290726000","5522026","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพังโคน","กปภ.สาขาพังโคน","พังโคน","การประปาส่วนภูมิภาคสาขาพังโคน","กปภ.สาขาพังโคน","พังโคน",,"กรกฎาคม","2569","1","1"
"41671","13490925","1112","D10101","9875020015915876","383","3.2.2","การประปาส่วนภูมิภาคสาขาพังโคน","5","สำนักงาน-แรงสูง","0.1623","0","66.31","55.31","58.87","27770.62","11086.73","8054.04","8629.85","0","27770.62","8814.59","89825.61","312.24","4507.17","0","0","103459.61","7242.17","110701.78","0","60","0","0","../WebScript/Upload/Electric/13490925_383605_05082026090204.jpg","","0","0","0","47298","41671","13490925","1094","382","2290726000","7","382","2290726000","5522026","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพังโคน","กปภ.สาขาพังโคน","พังโคน","การประปาส่วนภูมิภาคสาขาพังโคน","กปภ.สาขาพังโคน","พังโคน",,"กรกฎาคม","2569","1","1"
"41634","13490888","1194","D03101","020014874152","210","3.1.2","สำนักงาน กปภ.สาขาขอนแก่น(ชั้นพิเศษ)","1","สำนักงาน","0.1623","0","50.88","45.57","20.57","10861.23","7655.29","1868.44","1337.5","855","10861.23","9985.71","34181.38","312.24","1762.78","0","0","46242.11","3236.95","49479.06","0","0","0","0","../WebScript/Upload/Electric/13490888_383663_05082026094355.jpg","","0","0","0","45849","41634","13490888","1060","210","2290611000","6","210","2290611000","5521011","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาขอนแก่น(ชั้นพิเศษ)","กปภ.สาขาขอนแก่น(ชั้นพิเศษ)","ขอนแก่น","การประปาส่วนภูมิภาคสาขาขอนแก่น(ชั้นพิเศษ)","กปภ.สาขาขอนแก่น(ชั้นพิเศษ)","ขอนแก่น",,"กรกฎาคม","2569","1","1"
"41720","13490974","127","20962102","GMKL9075-020000890836","561","3.2.2","โรงกรองน้ำ มวกเหล็ก","2","โรงกรอง","0.1623","0","182.19","176.01","188.37","94144","34206.81","26896.08","33041.11","3416","94144","24218.52","299176.33","312.24","15279.57","0","0","338986.66","23279.07","362715.73","0","0","0","0","../WebScript/Upload/Electric/13490974_382147_03082026112603.jpg","","0","0","0","48897","41720","13490974","1150","560","2490213000","2","560","2490213000","5541013","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขามวกเหล็ก","กปภ.สาขามวกเหล็ก","มวกเหล็ก","การประปาส่วนภูมิภาคสาขามวกเหล็ก","กปภ.สาขามวกเหล็ก","มวกเหล็ก",,"กรกฎาคม","2569","1","1"
"41616","13490870","732","B03101","9801020010380787","131","2.1.1","หน้าสำนักงาน","1","สำนักงาน","0.1623","0","6.07","5.55","2.54","1248.4","746.14","316.46","185.8","4874","1248.4","4879.5","0","312.24","202.62","0","0","5394.36","377.61","5771.97","0","0","0","0","../WebScript/Upload/Electric/13490870_384085_05082026161307.jpg","","0","0","0","45167","41616","13490870","1040","131","2191019000","10","131","2191019000","5512019","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาตาก","กปภ.สาขาตาก","ตาก","การประปาส่วนภูมิภาคสาขาตาก","กปภ.สาขาตาก","ตาก",,"กรกฎาคม","2569","1","1"
"41634","13490888","2340","D14202","020021157681","210","3.1.2","สถานีจ่ายน้ำพระยืน","7","สถานีจ่ายน้ำ","0.1623","0","39.51","0","0","12604.88","12604.88","0","0","37","12604.88","7754.23","39668.82","312.24","2045.77","0","0","49781.06","3484.67","53265.73","0","0","0","0","../WebScript/Upload/Electric/13490888_383670_07082026111229.jpg","","0","0","0","45849","41634","13490888","1060","210","2290611000","6","210","2290611000","5521011","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาขอนแก่น(ชั้นพิเศษ)","กปภ.สาขาขอนแก่น(ชั้นพิเศษ)","ขอนแก่น","การประปาส่วนภูมิภาคสาขาขอนแก่น(ชั้นพิเศษ)","กปภ.สาขาขอนแก่น(ชั้นพิเศษ)","ขอนแก่น",,"กรกฎาคม","2569","1","1"
"41681","13490935","958","H06101","9829020001774297","423","4.2.2","สถานีผลิตน้ำมาบประชัน","2","โรงกรอง","0.1623","0","911.53","860.72","923.48","387893","128211.8","110997.35","148683.85","1477","387893","121169.68","1212557.29","312.24","62955.03","112.14","0","1397106.38","97797.45","1494903.83","0","0","0","0","../WebScript/Upload/Electric/13490935_381196_14082026123757.jpg","","0","0","0","47622","41681","13490935","1107","422","2390116000","1","422","2390116000","5531012","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","กปภ.สาขาพัทยา(ชั้นพิเศษ)","พัทยา","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","กปภ.สาขาพัทยา(ชั้นพิเศษ)","พัทยา",,"กรกฎาคม","2569","1","1"
"41681","13490935","820","H06101","9834020001997161","423","4.2.2","สำนักงาน","7","สถานีจ่ายน้ำ","0.1623","0","906.74","894.81","900.77","498586","169058.71","148776.44","180750.85","2894","498586","120532.95","1565314.95","312.24","80920.51","3588.48","0","1770669.11","123946.84","1894615.95","0","0","0","0","../WebScript/Upload/Electric/13490935_381194_10082026140337.jpg","","0","0","0","47622","41681","13490935","1107","422","2390116000","1","422","2390116000","5531012","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","กปภ.สาขาพัทยา(ชั้นพิเศษ)","พัทยา","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","กปภ.สาขาพัทยา(ชั้นพิเศษ)","พัทยา",,"กรกฎาคม","2569","1","1"
"41681","13490935","959","H06201","9045020002137366","423","4.2.2","สถานีผลิตน้ำห้วยชากนอก","2","โรงกรอง","0.1623","0","340.62","279.88","343","119885.01","38766.71","39945.79","41172.51","907","119885.01","45278.62","373403.73","312.24","19457.34","1962.45","0","440414.38","30829.01","471243.39","0","0","0","0","../WebScript/Upload/Electric/13490935_381197_14082026122607.jpg","","0","0","0","47622","41681","13490935","1107","422","2390116000","1","422","2390116000","5531012","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","กปภ.สาขาพัทยา(ชั้นพิเศษ)","พัทยา","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","กปภ.สาขาพัทยา(ชั้นพิเศษ)","พัทยา",,"กรกฎาคม","2569","1","1"
"41760","13491012","3046","23047926","020022060940","687","3.2.2","สถานีจ่ายน้ำเขาล้าน","3","แรงสูง","0.1623","0","150.65","148.26","148.26","31939.99","10202.94","10322.51","11414.54","116","31939.99","20025.9","99284.86","312.24","5183.86","168.21","0","124975.07","8748.25","133723.32","0","0","0","0","../WebScript/Upload/Electric/13491012_383992_06082026140205.jpg","","0","0","0","50050","41760","13491012","1193","686","2490325000","3","686","2490325000","5542024","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขากาญจนบุรี","กปภ.สาขากาญจนบุรี","กาญจนบุรี","การประปาส่วนภูมิภาคสาขากาญจนบุรี","กปภ.สาขากาญจนบุรี","กาญจนบุรี",,"กรกฎาคม","2569","1","1"
"41590","13490844","1552","A02501","9801020005582097","32","2.2.1","โรงกรองน้ำ แรงสูง","3","แรงสูง","0.1623","0","23.44","19.53","19.53","5752.81","2533.96","1441.74","1777.11","1097","5752.81","21338.33","0","312.24","933.68","0","0","22584.25","1580.9","24165.15","0","0","0","0","../WebScript/Upload/Electric/13490844_383633_04082026110443.jpg","","0","0","0","44245","41590","13490844","1013","32","2190920000","9","32","2190920000","5511021","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาบ้านโฮ่ง","กปภ.สาขาบ้านโฮ่ง","บ้านโฮ่ง","การประปาส่วนภูมิภาคสาขาบ้านโฮ่ง","กปภ.สาขาบ้านโฮ่ง","บ้านโฮ่ง",,"กรกฎาคม","2569","1","1"
"41669","13490923","1620","D05101","9825020015227571","370","3.2.2","หน้าโรงสูบแรงสูง","5","สำนักงาน-แรงสูง","0.1623","0","230.83","299.45","290.09","130112","49268.66","36526.5","44316.84","3368","130112","30684.23","416626.94","312.24","21117.18","0","0","468740.59","32811.84","501552.43","0","0","0","0","../WebScript/Upload/Electric/13490923_381406_06082026160929.jpg","","3368","0","0","47200","41669","13490923","1092","369","2290724000","7","369","2290724000","5522024","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาสกลนคร","กปภ.สาขาสกลนคร","สกลนคร","การประปาส่วนภูมิภาคสาขาสกลนคร","กปภ.สาขาสกลนคร","สกลนคร",,"กรกฎาคม","2569","1","1"
"41700","13490954","937","E12101","9801 020011123470","477","3.2.2","โรงกรองหนองยาว","3","แรงสูง","0.1623","0","56.87","93.41","93.99","32313.35","12702.86","9187.48","10423.01","232","32313.35","7559.73","104207.3","312.24","5244.46","0","0","117323.73","8212.66","125536.39","0","0","0","0","../WebScript/Upload/Electric/13490954_385125_16082026103637.jpg","","0","0","0","48134","41700","13490954","1127","476","2390813000","8","476","2390813000","5532013","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาเดชอุดม","กปภ.สาขาเดชอุดม","เดชอุดม","การประปาส่วนภูมิภาคสาขาเดชอุดม","กปภ.สาขาเดชอุดม","เดชอุดม",,"กรกฎาคม","2569","1","1"
"41587","13490841","1539","A05101","9802020005106725","22","3.1.2","ข้างโรงสูบน้ำแรงสูง","3","แรงสูง","0.1623","0","45.19","43.15","42.72","19225.32","8280.21","5059.08","5886.03","3027","19225.32","8868.99","60504","312.24","3120.27","0","-27.48","72778.02","5094.46","77872.48","0","140","0.14","0","../WebScript/Upload/Electric/13490841_384670_11082026083453.jpg","","0","0","0","44148","41587","13490841","1010","22","2190917000","9","22","2190917000","5511018","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาแม่ฮ่องสอน","กปภ.สาขาแม่ฮ่องสอน","แม่ฮ่องสอน","การประปาส่วนภูมิภาคสาขาแม่ฮ่องสอน","กปภ.สาขาแม่ฮ่องสอน","แม่ฮ่องสอน",,"กรกฎาคม","2569","1","1"
"41766","13491018","420","20665316","9026020003898989","704","3.2.2","การประปาส่วนภูมิภาคสาขาปราณบุรี","11","สำนักงาน-แรงสูง-บ้านพัก","0.1623","0","111.04","100.09","103.22","44119.01","13293.57","15099.93","15725.51","1017","44119.01","14760.55","135879.14","312.24","7160.52","0","0","158112.45","11067.87","169180.32","0","0","0","0","../WebScript/Upload/Electric/13491018_382379_03082026150850.jpg","","1017","0","0","50211","41766","13491018","1199","703","2490331000","3","703","2490331000","5542030","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาปราณบุรี","กปภ.สาขาปราณบุรี","ปราณบุรี","การประปาส่วนภูมิภาคสาขาปราณบุรี","กปภ.สาขาปราณบุรี","ปราณบุรี",,"กรกฎาคม","2569","1","1"
"41734","13490988","51","27661233","GNNK9805 020000544739","604","3.2.2","โรงกรองน้ำ นครนายก","2","โรงกรอง","0.1623","0","215.22","215.22","207.54","119487","47406.63","34012.86","38067.51","4873","119487","28609.19","386020.26","312.24","19392.74","0","0","434334.43","30403.41","464737.84","0","0","0","0","../WebScript/Upload/Electric/13490988_384628_08082026093954.jpg","","0","0","0","49302","41734","13490988","1166","603","2490229000","2","603","2490229000","5541027","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขานครนายก","กปภ.สาขานครนายก","นครนายก","การประปาส่วนภูมิภาคสาขานครนายก","กปภ.สาขานครนายก","นครนายก",,"กรกฎาคม","2569","1","1"
"41676","13490930","528","H07101","9816020002009553","408","4.2.2","สถานีผลิตน้ำบางพระ 1","2","โรงกรอง","0.1623","0","711.14","711.14","703.15","412940","157049.84","112763.46","143126.7","500","412940","94531.84","1323342.03","312.24","67020.16","0","0","1485206.27","103964.44","1589170.71","0","0","0","0","../WebScript/Upload/Electric/13490930_381656_22082026160449.jpg","","0","0","0","47482","41676","13490930","1102","407","2390111000","1","407","2390111000","5531011","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชลบุรี (ชั้นพิเศษ)","กปภ.สาขาชลบุรี(ชั้นพิเศษ)","ชลบุรี","การประปาส่วนภูมิภาคสาขาชลบุรี (ชั้นพิเศษ)","กปภ.สาขาชลบุรี(ชั้นพิเศษ)","ชลบุรี",,"กรกฎาคม","2569","1","1"
"41676","13490930","530","H01101","9812020002048075","408","3.2.2","สถานีจ่ายน้ำบางแสน","7","สถานีจ่ายน้ำ","0.1623","0","274.7","268.78","272.72","139128","47215.35","40328.21","51584.44","1876","139128","36515.87","436857.28","312.24","22580.47","0","0","496265.86","34738.61","531004.47","0","0","0","0","../WebScript/Upload/Electric/13490930_381658_13082026145436.jpg","","0","0","0","47482","41676","13490930","1102","407","2390111000","1","407","2390111000","5531011","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชลบุรี (ชั้นพิเศษ)","กปภ.สาขาชลบุรี(ชั้นพิเศษ)","ชลบุรี","การประปาส่วนภูมิภาคสาขาชลบุรี (ชั้นพิเศษ)","กปภ.สาขาชลบุรี(ชั้นพิเศษ)","ชลบุรี",,"กรกฎาคม","2569","1","1"
"41607","13490861","670","A14101","9801 020005556693","87","3.1.2","โรงกรองน้ำประปาจอมทอง","3","แรงสูง","0.1623","0","45.16","41.57","43.43","17068.39","7463.65","4242.83","5361.91","2571","17068.39","8863.1","53715.93","312.24","2770.2","0","-270.84","65390.63","4577.34","69967.97","0","1367","1.38","0","../WebScript/Upload/Electric/13490861_382316_03082026131212.jpg","","0","0","0","44783","41607","13490861","1030","86","2190937000","9","86","2190937000","5511017","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาจอมทอง","กปภ.สาขาจอมทอง","จอมทอง","การประปาส่วนภูมิภาคสาขาจอมทอง","กปภ.สาขาจอมทอง","จอมทอง",,"กรกฎาคม","2569","1","1"
"41599","13490853","639","A06101","9802020005950997","61","2.1.1","สำนักงาน","1","สำนักงาน","0.1623","0","19.55","16.57","7.87","4130.5","2639.07","866.66","624.77","941","4130.5","16144.48","0","312.24","670.38","0","0","17127.1","1198.9","18326","0","0","0","0","../WebScript/Upload/Electric/13490853_381947_31072026113931.jpg"," หน่วยไฟฟ้าตู้น้ำดื่ม RO ประจำเดือน ก.ค. 2569 จำนวน 0 หน่วย","0","0","0","44536","41599","13490853","1022","61","2190929000","9","61","2190929000","5511030","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพะเยา","กปภ.สาขาพะเยา","พะเยา","การประปาส่วนภูมิภาคสาขาพะเยา","กปภ.สาขาพะเยา","พะเยา",,"กรกฎาคม","2569","1","0"
"41819","13495995","607","D03101","9046 020015126844","874","3.1.2","สำนักงาน","1","สำนักงาน","0.1623","0","185.34","166.64","37.39","35918.01","17976.9","12627.58","5313.53","206","35918.01","36374.83","113037.57","312.24","5829.49","0","0","155554.13","10888.79","166442.92","0","0","0","0","../WebScript/Upload/Electric/13495995_385119_15082026115015.jpg","","0","0","0","46680","41819","13495995","1059","874","2290690000","6","874","2290690000","5521000","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","สำนักงาน  กปภ.ข. 6","สนง.เขต 6","สนง.ข.6","สำนักงาน  กปภ.ข. 6","สนง.เขต 6","สนง.ข.6",,"กรกฎาคม","2569","1","0"
"41694","13490948","164","27667307","9805020000674729","458","3.2.2","สถานีผลิตน้ำ แม่ข่ายวัฒนานคร ม.10 ถ.วัฒนา-แซร์ออ ต.วัฒนานคร อ.วัฒนานคร จ.สระแก้ว","2","โรงกรอง","0.1623","0","94.07","138.07","175.25","30642.01","6440.97","13739.21","10461.83","1670","30642.01","12504.73","89960.6","312.24","4973.2","616.77","0","108367.54","7585.73","115953.27","0","0","0","0","../WebScript/Upload/Electric/13490948_384244_06082026135419.jpg","","0","0","0","47958","41694","13490948","1120","457","2390129000","1","457","2390129000","5531029","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาวัฒนานคร","กปภ.สาขาวัฒนานคร","วัฒนานคร","การประปาส่วนภูมิภาคสาขาวัฒนานคร","กปภ.สาขาวัฒนานคร","วัฒนานคร",,"กรกฎาคม","2569","1","1"
"41700","13490954","936","E12101","9801 020011123366","477","3.2.2","สำนักงาน(แรงต่ำ)","4","แรงต่ำ","0.1623","0","97.2","96.02","91.51","59881.38","21910.16","19355.19","18616.03","1796","59881.38","12920.8","190535.56","312.24","9718.75","0","0","213487.35","14944.11","228431.46","0","0","0","0","../WebScript/Upload/Electric/13490954_385124_16082026104006.jpg","","0","0","0","48134","41700","13490954","1127","476","2390813000","8","476","2390813000","5532013","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาเดชอุดม","กปภ.สาขาเดชอุดม","เดชอุดม","การประปาส่วนภูมิภาคสาขาเดชอุดม","กปภ.สาขาเดชอุดม","เดชอุดม",,"กรกฎาคม","2569","1","1"
"41669","13490923","1623","D05101","9824020015203124","370","3.2.2","มุมรั้วหน้าสถานีเพิ่มแรงดันกกส้มโฮง","8","สถานีปรับแรงดัน","0.1623","0","80.02","78.4","79.36","40589.87","15935.85","11658.32","12995.7","224","40589.87","10637.06","130865.67","312.24","6587.74","0","0","148402.71","10388.19","158790.9","0","0","0","0","../WebScript/Upload/Electric/13490923_381409_04082026134821.jpg","","0","0","0","47200","41669","13490923","1092","369","2290724000","7","369","2290724000","5522024","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาสกลนคร","กปภ.สาขาสกลนคร","สกลนคร","การประปาส่วนภูมิภาคสาขาสกลนคร","กปภ.สาขาสกลนคร","สกลนคร",,"กรกฎาคม","2569","1","1"
"41669","13490923","1961","D05101","9019020019405029","370","3.2.2","ติดรั้วด้านในทางเข้าสถานีผลิตน้ำดอยเชียงคูณ","2","โรงกรอง","0.1623","0","147.11","211.07","212.67","68604.99","23225.44","23257.42","22122.13","43","68604.99","19555.33","215327.68","312.24","11134.59","392.49","0","246722.33","17270.56","263992.89","0","0","0","0","../WebScript/Upload/Electric/13490923_381413_04082026140640.jpg","","0","0","0","47200","41669","13490923","1092","369","2290724000","7","369","2290724000","5522024","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาสกลนคร","กปภ.สาขาสกลนคร","สกลนคร","การประปาส่วนภูมิภาคสาขาสกลนคร","กปภ.สาขาสกลนคร","สกลนคร",,"กรกฎาคม","2569","1","1"
"41647","13490901","1298","6300008750","020013883347","263","3.2.2","โรงกรองน้ำหนองสังข์","11","สำนักงาน-แรงสูง-บ้านพัก","0.1623","0","95.82","174.71","86.09","33385","11105.52","11944.83","10334.65","3687","33385","12737.35","104473.46","312.24","5418.39","0","0","122941.44","8605.9","131547.34","0","0","0","0","../WebScript/Upload/Electric/13490901_384571_07082026145126.png","","0","0","0","46337","41647","13490901","1073","262","2290624000","6","262","2290624000","5521024","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชัยภูมิ","กปภ.สาขาชัยภูมิ","ชัยภูมิ","การประปาส่วนภูมิภาคสาขาชัยภูมิ","กปภ.สาขาชัยภูมิ","ชัยภูมิ",,"กรกฎาคม","2569","1","1"
"41724","13490978","100","23058684","9803 020006881589","574","3.2.2","สถานีผลิต-จ่ายน้ำชัยบาดาล","2","โรงกรอง","1.1623","0","155.81","157.3","157.3","53974","21380.86","15193.23","17399.91","3946","53974","20711.82","174318.14","312.24","8759.98","0","0","204102.18","14287.15","218389.33","0","0","0","0","../WebScript/Upload/Electric/13490978_382096_03082026105230.jpg","","0","0","0","49017","41724","13490978","1154","573","2490217000","2","573","2490217000","5541017","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชัยบาดาล","กปภ.สาขาชัยบาดาล","ชัยบาดาล","การประปาส่วนภูมิภาคสาขาชัยบาดาล","กปภ.สาขาชัยบาดาล","ชัยบาดาล",,"กรกฎาคม","2569","1","1"
"41820","13503728","1834","D15101","020016127904","875","3.1.2","สำนักงาน 1","1","สำนักงาน","0.1623","0","81.12","69.07","34.36","21217.99","12155.89","5638.46","3423.64","7061","21217.99","15920.61","66775.14","312.24","3443.68","0","0","86451.67","6051.62","92503.29","0","0","0","0","../WebScript/Upload/Electric/13503728_385464_21082026180252.jpg","","0","0","0","47470","41820","13503728","1078","875","2290790000","7","875","2290790000","5522000","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","สำนักงาน  กปภ.ข. 7","สนง.เขต 7","สนง.ข.7","สำนักงาน  กปภ.ข. 7","สนง.เขต 7","สนง.ข.7",,"กรกฎาคม","2569","1","0"
"41698","13490952","787","E01101","9804 020012649802","469","4.2.2","ท่าวังหิน","10","แรงต่ำ-แรงสูง","0.1623","0","431.36","431.36","433.36","180614","63266.82","53940.56","63406.62","266","180614","57340.68","570238.9","312.24","29313.65","616.77","0","657822.24","46047.56","703869.8","0","0","0","0","../WebScript/Upload/Electric/13490952_381717_10082026182600.jpg","","0","0","0","48067","41698","13490952","1125","469","2390811000","8","469","2390811000","5532011","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาอุบลราชธานี","กปภ.สาขาอุบลราชธานี","อุบลราชธานี","การประปาส่วนภูมิภาคสาขาอุบลราชธานี","กปภ.สาขาอุบลราชธานี","อุบลราชธานี",,"กรกฎาคม","2569","1","1"
"41751","13491004","1698","27661136","02020003745068","660","4.2.2","สถานีผลิตน้ำโพธาราม","3","แรงสูง","0.1623","0","568.21","473.51","489.29","196426","59503.9","67750.79","69171.31","2694","196426","75532.16","605462.44","312.24","31879.94","0","0","713186.78","49923.07","763109.85","0","0","0","0","../WebScript/Upload/Electric/13491004_382249_13082026152016.jpg","ยกเลิกใบแจ้ง 017111001525 และใช้ฉบับนี้แทน","0","0","0","49840","41751","13491004","1184","659","2490316000","3","659","2490316000","5542016","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาสมุทรสาคร(ชั้นพิเศษ)","กปภ.สาขาสมุทรสาคร(ชั้นพิเศษ)","สมุทรสาคร","การประปาส่วนภูมิภาคสาขาสมุทรสาคร(ชั้นพิเศษ)","กปภ.สาขาสมุทรสาคร(ชั้นพิเศษ)","สมุทรสาคร",,"กรกฎาคม","2569","1","1"
"41633","13490887","335","c07201","9099020006034666","205","3.2.2","สถานีผลิตน้ำแม่ข่ายวิเชียรบุรี","3","แรงสูง","0.1623","0","199.84","176.75","200.64","88560","32938.3","24538.52","31083.18","424","88560","26564.73","282632.77","312.24","14373.29","897.12","0","324780.15","22734.61","347514.76","0","0","0","0","../WebScript/Upload/Electric/13490887_384780_11082026121120.jpg","ใช้ค่าเฉลี่ย","0","0","0","45810","41633","13490887","1057","204","2191036000","10","204","2191036000","5512036","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาวิเชียรบุรี","กปภ.สาขาวิเชียรบุรี","วิเชียรบุรี","การประปาส่วนภูมิภาคสาขาวิเชียรบุรี","กปภ.สาขาวิเชียรบุรี","วิเชียรบุรี",,"กรกฎาคม","2569","1","1"
